patient_id,百武 (C_i=-0.25),中山 (C_i=0),奥平 (C_i=0),福川 (C_i=0),竹村 (C_i=0),長田 (C_i=0),山口 (C_i=0.25),川端 (C_i=0.25),西村 (C_i=0.25),貞方 (C_i=0.25),釜石 (C_i=0.25),佐藤 (C_i=0.5),中村 (C_i=0.75),豊村 (C_i=1)
A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6530232472541266,0.0
B,0.13344620771506288,0.178045499629046,0.305117768286206,0.061804043640040614,0.1942458140729651,0.09841827101008525,0.7520890046336844,0.23489801820238873,0.12120176639688908,0.4431007848724699,0.28633746687944983,0.650695259156939,1.0,0.3447868757630366
C,0.8218355352960354,0.7151837310313208,0.6948822317137943,0.9381959563599616,0.7406617836664899,0.8425620147330707,0.40091517395168413,0.6242377523052711,0.9124759216550384,0.4780186982058697,0.7136625331205511,0.2334683890398343,0.0,0.8747771671110125
D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.510881835832777,1.0
