timestamp,patient_id,rank,10000000
0.0,C,1,0.9212890628979451
0.0,A,2,0.9115294525257847
0.0,B,3,0.8236161413551382
0.5,C,1,0.9212890628979451
0.5,A,2,0.9115294525257847
0.5,B,3,0.8236161413551382
1.0,C,1,0.9212890628979451
1.0,A,2,0.9115294525257847
1.0,B,3,0.8236161413551382
1.5,C,1,0.9212890628979451
1.5,A,2,0.9115294525257847
1.5,B,3,0.8236161413551382
2.0,C,1,0.9212890628979451
2.0,A,2,0.9126140012678013
2.0,B,3,0.8236161413551382
2.5,C,1,0.9212890628979451
2.5,A,2,0.9126140012678013
2.5,B,3,0.8236161413551382
3.0,C,1,0.9212890628979451
3.0,A,2,0.9115294525257847
3.0,B,3,0.8236161413551382
3.5,C,1,0.9212890628979451
3.5,A,2,0.9115294525257847
3.5,B,3,0.8236161413551382
4.0,C,1,0.9212890628979451
4.0,A,2,0.9115294525257847
4.0,B,3,0.8257784077530159
4.5,C,1,0.9212890628979451
4.5,A,2,0.9115294525257847
4.5,B,3,0.8257784077530159
5.0,C,1,0.9212890628979451
5.0,A,2,0.9115294525257847
5.0,B,3,0.8236161413551382
5.5,C,1,0.9212890628979451
5.5,A,2,0.9115294525257847
5.5,B,3,0.8236161413551382
6.0,C,1,0.922253969867034
6.0,A,2,0.9115294525257847
6.0,B,3,0.8236161413551382
6.5,C,1,0.922253969867034
6.5,A,2,0.9115294525257847
6.5,B,3,0.8236161413551382
7.0,C,1,0.9212890628979451
7.0,A,2,0.9115294525257847
7.0,B,3,0.8236161413551382
7.5,C,1,0.9212890628979451
7.5,A,2,0.9115294525257847
7.5,B,3,0.8236161413551382
8.0,C,1,0.9212890628979451
8.0,A,2,0.9115294525257847
8.0,B,3,0.8236161413551382
8.5,C,1,0.9212890628979451
8.5,A,2,0.9115294525257847
8.5,B,3,0.8236161413551382
9.0,C,1,0.9212890628979451
9.0,A,2,0.9115294525257847
9.0,B,3,0.8236161413551382
9.5,C,1,0.9212890628979451
9.5,A,2,0.9115294525257847
9.5,B,3,0.8236161413551382
10.0,C,1,0.9212890628979451
10.0,A,2,0.9115294525257847
10.0,B,3,0.8236161413551382
